Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Salary_Bin
S00058,0.8181818181818182,0,0.53,0.28,0.6946946946946947,0.885,2,0.75,0.4444444444444444,0.0,0.8888888888888888,0.2222222222222222,0.0,0.7592105263157894,1.0,1.0,0,0.4444444444444444,0,High
S00059,0.36363636363636365,1,0.050000000000000044,0.13857142857142857,0.23823823823823823,0.7549999999999999,2,0.5,0.6666666666666666,0.2,0.4444444444444444,0.3333333333333333,1.0,0.1368421052631579,0.8888888888888888,1.0,3,0.8888888888888888,0,Low
S00060,0.09090909090909091,1,0.15999999999999992,0.6542857142857142,0.24924924924924924,0.595,1,0.75,1.0,0.0,0.5555555555555556,0.5555555555555556,0.6,0.30657894736842106,0.2222222222222222,0.75,0,0.2222222222222222,0,Low
S00061,0.2727272727272727,1,0.815,0.3271428571428571,0.5825825825825826,0.010000000000000009,4,0.0,0.3333333333333333,0.2,0.3333333333333333,0.7777777777777778,0.0,0.08947368421052632,0.0,0.5,0,0.6666666666666666,0,Low
S00062,1.0,0,0.135,0.23857142857142857,0.7397397397397397,0.8799999999999999,3,0.25,0.5555555555555556,0.0,0.0,0.6666666666666666,1.0,0.35,0.0,0.75,0,0.5555555555555556,0,Medium
S00063,1.0,1,0.2350000000000001,0.01,0.5965965965965966,0.44500000000000006,2,0.0,0.0,0.8,0.6666666666666666,0.2222222222222222,0.2,0.5342105263157895,0.8888888888888888,0.25,0,0.2222222222222222,0,Medium
S00064,0.5454545454545454,0,0.45500000000000007,0.24428571428571427,0.3053053053053053,0.9299999999999999,4,0.5,0.3333333333333333,0.8,0.6666666666666666,0.1111111111111111,0.4,0.6671052631578948,0.5555555555555556,1.0,0,0.3333333333333333,1,High
S00065,1.0,1,0.5149999999999999,0.5128571428571429,1.0,0.4950000000000001,3,0.75,0.7777777777777778,0.6,0.5555555555555556,0.2222222222222222,0.8,0.13157894736842105,0.6666666666666666,0.75,0,0.4444444444444444,0,Low
S00066,0.6363636363636364,1,0.7649999999999999,0.27714285714285714,0.9079079079079079,0.6950000000000001,1,1.0,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444444,0.8,0.16578947368421051,0.1111111111111111,1.0,2,0.1111111111111111,0,Low
S00067,0.18181818181818182,0,0.44500000000000006,0.38285714285714284,0.4624624624624625,0.07000000000000006,5,0.0,0.7777777777777778,0.4,1.0,0.6666666666666666,0.2,0.6407894736842106,0.0,0.75,2,0.7777777777777778,1,Medium
S00068,0.0,0,0.79,0.025714285714285714,0.7827827827827828,0.7450000000000001,5,0.25,0.0,0.6,0.7777777777777778,0.7777777777777778,0.6,0.0,0.1111111111111111,0.0,2,0.6666666666666666,0,
S00069,0.2727272727272727,0,0.6200000000000001,0.5042857142857143,0.9129129129129129,0.3400000000000001,4,0.25,1.0,0.0,0.7777777777777778,0.5555555555555556,0.4,0.2026315789473684,0.2222222222222222,0.5,0,0.8888888888888888,0,Low
S00070,0.09090909090909091,1,0.11499999999999999,0.06857142857142857,0.8018018018018018,0.3500000000000001,4,0.75,0.8888888888888888,0.4,0.0,0.1111111111111111,0.0,0.5210526315789473,0.2222222222222222,0.75,3,0.7777777777777778,0,Medium
S00071,0.6363636363636364,0,0.15500000000000003,0.6614285714285715,0.23523523523523523,0.1200000000000001,6,1.0,0.3333333333333333,0.8,0.8888888888888888,0.1111111111111111,0.8,0.0,0.7777777777777778,0.25,0,0.6666666666666666,0,
S00072,0.2727272727272727,1,0.43500000000000005,0.5071428571428571,0.2902902902902903,0.14500000000000002,4,0.5,0.8888888888888888,0.8,0.7777777777777778,1.0,0.8,0.12236842105263158,0.3333333333333333,1.0,0,0.8888888888888888,0,Low
S00073,0.09090909090909091,0,0.395,0.22428571428571428,0.03803803803803804,0.18500000000000005,6,1.0,0.7777777777777778,1.0,0.1111111111111111,0.4444444444444444,0.6,0.5776315789473684,0.0,1.0,3,1.0,0,Medium
S00074,0.45454545454545453,1,0.7450000000000001,0.09285714285714286,0.997997997997998,0.33000000000000007,3,0.75,0.7777777777777778,0.8,0.8888888888888888,0.4444444444444444,0.4,0.0,0.1111111111111111,0.5,2,0.4444444444444444,0,
S00075,0.45454545454545453,1,0.5800000000000001,0.8142857142857143,0.7177177177177178,0.8899999999999999,5,1.0,0.1111111111111111,1.0,0.3333333333333333,0.0,1.0,0.0,0.8888888888888888,0.5,1,0.2222222222222222,0,
S00076,0.8181818181818182,1,0.3899999999999999,0.43857142857142856,0.18218218218218218,0.3700000000000001,3,0.75,0.2222222222222222,0.4,1.0,0.0,0.0,0.49473684210526314,0.1111111111111111,0.0,0,0.5555555555555556,0,Medium
S00077,0.2727272727272727,1,0.16999999999999993,0.48,0.6986986986986987,0.7250000000000001,5,1.0,1.0,0.2,0.5555555555555556,0.8888888888888888,0.8,0.65,0.8888888888888888,0.75,2,0.8888888888888888,0,Medium
S00078,0.45454545454545453,0,0.2250000000000001,0.9571428571428572,0.6446446446446447,0.08499999999999996,5,0.0,0.8888888888888888,0.0,0.1111111111111111,0.6666666666666666,0.8,0.6118421052631579,0.4444444444444444,0.0,0,0.5555555555555556,0,Medium
S00079,0.09090909090909091,0,0.575,0.17142857142857143,0.02902902902902903,0.5900000000000001,2,0.25,0.2222222222222222,0.6,1.0,0.7777777777777778,0.0,0.0,0.3333333333333333,0.75,3,0.2222222222222222,1,
S00080,0.8181818181818182,1,0.42500000000000004,0.5757142857142857,0.38738738738738737,0.48,1,0.75,0.7777777777777778,1.0,0.3333333333333333,0.4444444444444444,0.4,0.6171052631578947,0.3333333333333333,0.75,0,0.1111111111111111,0,Medium
S00081,1.0,0,0.5149999999999999,0.9228571428571428,0.7667667667667668,0.98,6,0.75,0.4444444444444444,0.6,0.1111111111111111,0.2222222222222222,0.4,0.3447368421052632,0.2222222222222222,0.5,0,0.4444444444444444,0,Medium
S00082,0.09090909090909091,0,0.16999999999999993,0.81,0.14214214214214213,0.845,5,0.25,0.6666666666666666,0.8,0.8888888888888888,0.2222222222222222,0.4,0.16973684210526316,0.1111111111111111,0.5,0,0.7777777777777778,0,Low
S00083,0.8181818181818182,0,0.665,0.1357142857142857,0.6146146146146146,0.45500000000000007,2,0.5,0.3333333333333333,0.2,0.8888888888888888,0.2222222222222222,0.8,0.14473684210526316,0.7777777777777778,0.75,2,0.7777777777777778,0,Low
S00084,0.2727272727272727,0,0.855,0.16142857142857142,0.4184184184184184,0.7749999999999999,0,0.75,0.7777777777777778,1.0,0.4444444444444444,0.0,1.0,0.46710526315789475,0.5555555555555556,0.5,0,0.0,0,Medium
S00085,0.6363636363636364,0,0.26,0.6114285714285714,0.07307307307307308,0.19500000000000006,2,0.0,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2,0.41578947368421054,0.8888888888888888,0.75,1,0.2222222222222222,0,Medium
S00086,0.5454545454545454,1,0.49,0.77,0.05405405405405406,0.56,3,1.0,0.4444444444444444,1.0,0.2222222222222222,0.1111111111111111,0.8,0.6065789473684211,0.1111111111111111,0.5,3,0.4444444444444444,0,Medium
S00087,1.0,0,0.9750000000000001,0.0014285714285714286,0.9619619619619619,0.07499999999999996,0,0.0,0.0,0.0,0.0,0.7777777777777778,0.6,0.20526315789473684,0.0,0.25,3,0.0,0,Low
S00088,0.7272727272727273,1,0.33499999999999996,0.30142857142857143,0.7477477477477478,0.3500000000000001,2,0.75,1.0,0.6,0.7777777777777778,1.0,0.6,0.23289473684210527,0.7777777777777778,0.75,3,0.5555555555555556,0,Low
S00089,0.6363636363636364,0,0.595,0.8271428571428572,0.5715715715715716,0.2250000000000001,4,0.5,0.7777777777777778,0.6,0.2222222222222222,1.0,1.0,0.4881578947368421,0.7777777777777778,1.0,3,0.3333333333333333,0,Medium
S00090,0.36363636363636365,1,0.09000000000000008,0.9128571428571428,0.023023023023023025,0.72,1,0.75,0.6666666666666666,0.6,0.3333333333333333,0.5555555555555556,0.8,0.1723684210526316,0.4444444444444444,0.25,3,0.8888888888888888,1,Low
S00091,0.09090909090909091,0,0.605,0.4742857142857143,0.987987987987988,0.49,6,0.5,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0.8,0.49078947368421055,0.1111111111111111,0.0,3,0.1111111111111111,0,Medium
S00092,0.36363636363636365,1,0.09000000000000008,0.032857142857142856,0.021021021021021023,0.75,4,0.25,0.5555555555555556,1.0,0.7777777777777778,0.0,0.0,0.10921052631578948,1.0,0.5,3,1.0,0,Low
S00093,0.6363636363636364,1,0.96,0.5242857142857142,0.42742742742742745,0.5149999999999999,0,1.0,0.0,0.6,0.2222222222222222,0.1111111111111111,0.4,0.7315789473684211,0.4444444444444444,0.0,0,0.4444444444444444,0,High
S00094,0.8181818181818182,0,0.7150000000000001,0.7214285714285714,0.031031031031031032,0.08499999999999996,5,0.0,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,1.0,0.7223684210526315,0.7777777777777778,1.0,0,0.4444444444444444,0,High
S00095,0.7272727272727273,1,0.79,0.25,0.8628628628628628,0.7350000000000001,1,0.5,0.8888888888888888,0.8,0.0,0.6666666666666666,0.0,0.18421052631578946,0.3333333333333333,0.5,2,0.5555555555555556,1,Low
S00096,1.0,2,0.7050000000000001,0.6114285714285714,0.3383383383383383,0.835,5,0.0,0.4444444444444444,1.0,1.0,0.6666666666666666,1.0,0.34078947368421053,0.1111111111111111,0.0,0,0.4444444444444444,0,Medium
S00097,1.0,1,0.5900000000000001,0.63,0.9469469469469469,0.905,2,0.25,1.0,1.0,0.1111111111111111,0.5555555555555556,0.6,0.3526315789473684,0.2222222222222222,0.25,0,1.0,0,Medium
S00098,1.0,1,0.44999999999999996,0.7814285714285715,0.980980980980981,0.5700000000000001,4,0.75,0.6666666666666666,1.0,0.1111111111111111,0.7777777777777778,0.6,0.3026315789473684,0.2222222222222222,0.0,2,1.0,0,Low
S00099,0.7272727272727273,0,0.8600000000000001,0.7328571428571429,0.5145145145145145,0.7549999999999999,3,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.13157894736842105,0.8888888888888888,0.5,2,0.8888888888888888,1,Low
S00100,0.0,1,0.9550000000000001,0.5142857142857142,0.5115115115115115,0.75,3,1.0,0.3333333333333333,0.6,0.0,0.8888888888888888,0.4,0.35,0.2222222222222222,0.25,2,0.0,0,Medium
S00101,0.7272727272727273,0,0.5,0.39,0.06906906906906907,0.15500000000000003,1,0.5,0.5555555555555556,0.0,0.0,0.7777777777777778,0.4,0.03684210526315789,0.0,1.0,1,0.7777777777777778,0,Low
S00102,0.5454545454545454,0,0.9299999999999999,0.25142857142857145,0.6716716716716716,0.16500000000000004,3,0.75,0.1111111111111111,0.8,0.5555555555555556,0.2222222222222222,1.0,0.631578947368421,0.6666666666666666,0.0,2,0.5555555555555556,0,Medium
S00103,0.7272727272727273,2,0.585,0.3757142857142857,0.8978978978978979,0.07000000000000006,6,0.75,0.3333333333333333,0.4,0.4444444444444444,0.2222222222222222,0.6,0.6447368421052632,0.0,0.75,0,0.8888888888888888,0,Medium
S00104,0.6363636363636364,0,0.54,0.2642857142857143,0.08708708708708708,0.32000000000000006,5,1.0,0.4444444444444444,0.8,0.0,0.8888888888888888,0.0,0.5947368421052631,0.5555555555555556,0.5,0,1.0,0,Medium
S00105,0.0,1,0.45500000000000007,0.7514285714285714,0.8768768768768769,0.4750000000000001,1,1.0,0.8888888888888888,0.2,0.5555555555555556,0.8888888888888888,0.8,0.6092105263157894,1.0,0.75,0,0.6666666666666666,0,Medium
S00106,1.0,1,0.20999999999999996,0.39714285714285713,0.5705705705705706,1.0,1,0.25,0.8888888888888888,0.8,0.7777777777777778,0.4444444444444444,0.4,0.475,0.3333333333333333,0.75,0,0.2222222222222222,0,Medium
S00107,0.6363636363636364,1,0.004999999999999893,0.2814285714285714,0.7637637637637638,0.42999999999999994,3,0.0,0.7777777777777778,0.6,0.4444444444444444,1.0,0.8,0.15,0.6666666666666666,0.0,0,0.7777777777777778,0,Low
S00108,0.6363636363636364,2,0.24,0.49714285714285716,0.2182182182182182,0.7250000000000001,1,0.5,0.3333333333333333,0.6,0.2222222222222222,0.0,0.6,0.06973684210526315,0.6666666666666666,0.75,0,1.0,0,Low
S00109,0.9090909090909091,0,0.51,0.6,0.7127127127127127,0.6950000000000001,2,0.25,0.5555555555555556,0.4,0.2222222222222222,0.2222222222222222,0.2,0.11710526315789474,0.6666666666666666,0.25,3,0.2222222222222222,1,Low
S00110,0.18181818181818182,0,0.3799999999999999,0.4342857142857143,0.5885885885885885,0.20500000000000007,0,0.0,0.6666666666666666,1.0,0.1111111111111111,0.4444444444444444,0.6,0.41842105263157897,0.5555555555555556,1.0,2,0.2222222222222222,0,Medium
S00111,0.0,0,0.44999999999999996,0.09,0.7667667667667668,0.06000000000000005,4,0.25,0.0,0.0,0.8888888888888888,0.3333333333333333,0.8,0.06447368421052632,0.6666666666666666,1.0,2,0.3333333333333333,0,Low
S00112,0.6363636363636364,0,0.98,0.41285714285714287,0.7587587587587588,0.5449999999999999,0,1.0,0.0,0.8,0.8888888888888888,0.3333333333333333,0.6,0.3631578947368421,0.7777777777777778,0.75,3,0.2222222222222222,1,Medium
S00113,0.18181818181818182,0,0.3500000000000001,0.024285714285714285,0.26926926926926925,0.7,5,1.0,0.3333333333333333,0.4,0.6666666666666666,0.0,0.4,0.4381578947368421,0.2222222222222222,0.5,0,0.5555555555555556,0,Medium
S00114,0.18181818181818182,0,0.44999999999999996,0.09,0.8188188188188188,1.0,4,0.75,0.2222222222222222,0.6,0.0,0.5555555555555556,1.0,0.29210526315789476,0.4444444444444444,0.75,2,0.6666666666666666,0,Low
S00115,0.0,1,0.135,0.47,0.6506506506506506,0.3600000000000001,3,0.5,1.0,1.0,0.0,1.0,1.0,0.3368421052631579,1.0,0.5,0,0.2222222222222222,0,Medium
